Text,Label
"Semma mass... Thalapathy Vera level.. #Varlam_Varlam_Vaa_Varlam_Vaa_Bhairavaaa""...",Positive
Thakkali ipdi 10 padam edunga basu apayachum Nadu thirunthuma nu papom,unknown_state
சூப்பர் தளபதி......,Positive
Boss you looking so handsome ND young kekaa,Positive
Semeeeeeeeeeeeeeee dialouges I love youuuuuuuuuu thalaivaaaaaaaaaaaaaaaaaaaaa.............,Positive
When padam realease atha mattum sollunga da super,Positive
Bgm vera level la iruku. Naren sounds like gvm.,Mixed_feelings
waiting for 13M varalam varalam va bairavaa,Positive
எந்தெந்த youtube channel காரங்க எல்லாம் இதை ஜாதி வெறி படம்குறாங்களோ அவங்கெல்லாம் அந்த ஜாதி என்றறிக.,Negative
டிரைலர் மிகவும் அருமையாக உள்ளது சூர்யா ரசிகர்களின் சார்பாக திரெளபதி வெற்றி கரமாக அமையட்டும் மோகன் ஜீ அண்ணா,Positive
Vera level bro paka paka paka paka mass suriya ngk movie marrana wait ma,Positive
NGK NGK NGK NGK super trailer Suriya vetti sattai awesome,Positive
மாஸ் ஜெயம் ரவி படம் மைல் கல் ஆக வர வாழ்த்துக்கள்,Positive
Udhaya va epadi pathalum hero feel varula!!,Negative
ORU MANUSHUNA ALICHIDALAM AVANUKAGA VECHA SILAIYA ODACHIDALAM AANA AVAN SINDHANAYUM SIDHARNTHAYUM YAARALUM ALIKA MUDIYADHU,Mixed_feelings
Arunvijay Masssssssss Avarukkaga matttume Padam paarpan,Positive
Idhu blue sattai maran kitta mattikittu pada pora padu nenacha dhanya sirippa irku,Positive
"Trailer paathutey irukkanum polavey irukku .,,,Athan thala pola ......",Positive
Mani Ratnam Padam aah idhu  He's changed......,unknown_state
124k likes in one hour Thala bloods hit like,Mixed_feelings
இருக்க இடம் கொடுத்தால் படுக்க பாய் கேட்பார்கள் என்பது சரியாக உள்ளதே,Mixed_feelings
Rajni oru varthai kooda tamil pesala... arumai...,Positive
என்னோட சொந்த பணத்தை போட்டு குறைந்தது 100 பேரை பார்க்க வைப்பேன்.....,unknown_state
Name Kum patathukum ennada Sam at ham erukku,Negative
Avvan vanthalum entha verinaii koodam marathu so pulingo ennikum happy than avonga paddicha paddipa padikalana veliku povam avonuku pudicha pona kaduvan so entha movie,Positive
1:41 Goosebumps vandhvanga mattum like podunga,unknown_state
Hip Hop aathi Anna telugu fans like hear,unknown_state
ஜெயம் ரவி மாதிாி வ௫வனு பாத்தா நிழல்கள் ரவி மாதிாி வர  entertainment guarantee,Positive
தலித்மட்டும் தான் அப்பாவி மாதிரி சித்தரிக்கும் திருட்டு தேவிடியாபையன் ரஞ்சித் நாயிக்கு செருப்படி,Positive
450K likes real time likes nearing 500K likes,unknown_state
Evlo crore la padam eduthalum 500 mb dhan pa,Mixed_feelings
படம் வெற்றி பெற  வேதாரண்யம் அகமுடையார் சங்கம் சார்பாக  வாழ்த்துக்கள்....,Positive
"அடேய், சூத்திரன் ஆ பிறந்த தேவிடியா பசங்களுக்கு எவ்ளோ ரோஷம் பார் பா, உண்ண ஒருத்தன் நீ தேவிடியா லுக்கு பிறந்தவன் னு சொல்றான், நீ அந்த ஜாதி யா பெருமையா சொல்லிட்டு திரியுற, எவனாச்சும் ஆமா நாங்க தேவிடியா பசங்க தான் அப்டின்னு ஒதுகிரீங்கள டா ??",Mixed_feelings
காவல்துறைக்கு இதெல்லாம் கண்ணுக்கு தெரியாதா.....,unknown_state
Iswarya menon vera level  1:27 red dress la semmaya irukka,Positive
Promising trailer.... Sirappaana tharamaana sambavam is awaiting.... Vjs^2,Positive
Adei YouTube eppa Da 10M views varum nanum evvlovu Times pathuten ...innium 10M views mattum Vara matikuthu ???,Positive
என்னிடம் பணம் இல்லை என்றதற்கு என்னை அடித்து விட்டார்கள்😏,Negative
Ena pa.. Sollama kollama... Posukunu release pannittinga...,Mixed_feelings
U1 & Surya &Selva combo vuke padam hit au,Positive
In Bangalore it's very common,unknown_state
விஸ்வகர்ம ஐந்து வகுப்பு சமூகம் சார்பாக வாழ்த்துக்கள்,Positive
476K left for 15M views,unknown_state
Vada Chennai 2 ku wait panravanga hit likes,Negative
Vikram's voice is like a roaring lion,Negative
Dailyum trailer paka varavanga like panuga,Positive
Nazawuddin Siddiqui in pettai  tharamana mudivu,Positive
Nan Vijay fan irunthalum Ajith ah pidikkum super,Positive
Nee siricha enna aludha enna poda moodhevi .,unknown_state
1m Views & 101k likes  #SK #Hero,Positive
1:22 itha saatharama paathave sirupu thaan varum,Positive
அருமையான படைப்பு மோகன் ஜி அண்ணா தமிழ் திரையுலகில்  புதிய புரட்சி ஏற்படுத்துவாள் திரெளபதி இத்திரைகாவியம் சரித்திர படைக்க🤝 ௭ன் அன்பு வாழ்த்துக்கள்...!!,Positive
Karuma kandaravi yenda oru iron lady asiga padutharinga thu......pesama savithri biopic eduthavana intha padathaiyum eduka sollungada ..,Negative
Pls title LA NADIPPIN NAYAGAN ndu PODUNGA FANS REQUEST  SURYA ANNA MASS VERA LEVEL BGM SUPER K V ANANDH SUPER,Positive
Nadaga kadhalai nambi yemaradhey pennae. Vaalkaiyai thulaikadhey.,Positive
Paaka porom  Kali today aatatha,Positive
Tamilnadu la kalayana veetla vanthu ippadi pannranga. Kudukalana sabam vidranga. Pavam makkal,Negative
தமிழ் நாட்டுக்கு முக்கியமான ஒரு. ஒரு விழிப்புணர்வு இருக்கும். அதுவும் பெண்கள் மத்தியில் இது ரொம்ப ரொம்ப விழிப்புணர்வு கொண்டு வந்து தரும் இந்த மூவி அதுவரை வசனங்கள் புல்லா அப்படித்தான் இருக்கு  அது லாமா தமிழ்நாட்டில் அதிகமாக நாடக காதல் எல்லாம் அதிகமா இருக்கு அதாவது ரியல் லைஃப்ல நடக்கிறதே தெரியல கொண்ட நகரங்கள் அனைவரும் இந்த படத்தை அது முக்கியமா பெண்கள் கட்டாயம்,Mixed_feelings
Vijay vs rajani surya vs vikram dhanush vs vijay sethupathi Vishal vs simbhu thala vs lwarance,Mixed_feelings
excellent beat vijay bai rava teaser,Positive
Thalaivaaaaaaaaaaaa....... unney Marupadiyum ....Adthy stylil ......Kondattaammmmmthannn,Negative
very very..... waste ennava erundhalum namma vijay bro movie maathiri varuma,Positive
"aai ithu ninety six u yara yemathuringa""🤣🤣",Positive
Bigil first song 600k like Nkp treaser 800k like than hehehe,Positive
திரௌபதி அனைத்து சமூக மக்களும் பார்க்கவேண்டிய திரைப்படம்.....,Positive
Maratha samukutha Sarbaka Padam Vetri Pera Vaazthukal,Positive
"ஜெயம்ரவி இன்னொரு ஹிட் படம் தமிழில் புது விதமான படங்கள் நீங்கள் அளிப்பது மிகவும் சந்தோஷமாக உள்ளது  தமிழில் ஸ்வாம்பி, விண்வெளி போன்ற புது கதை களங்கள் இன்னும் நிறைய எதிர்பார்க்கிறோம்",Positive
yov plzz thirumba vanthudu... yevan yevanho varaan comedian aah...,Mixed_feelings
சரியான விடை அளிப்பவர்களுக்கு 1000 ரூபாய் பரிசு      Crime story episode 5   Watch and Subscribe 🤝🤝🤝,unknown_state
Vijay sir super mass therika vidunga,Positive
சிங்கம் சூர்யா அண்ணனோடா நடிப்பு வேற லெவல்,Positive
Semmmaaaaaa I am waiting....     .. .,Positive
சாதி வெறிபிடித்து அலையும் இடஒதுக்கீட்டிற்கு பிறந்த தலித்திய தரித்திரங்களுக்கு சரியான சவுக்கடி.,Positive
Climax scene bayangarama irukkumnu theriyidhu and climax bayangarama irukkumnu soldravanga like pannunga Idaha padam nalla irukkum nu soldravanga like pannunga nallavey irukkadhu nu sondravanga comment pannunga.....           Like    : super movie...... Comment.  : mokka padam....,unknown_state
Romba naala waiting.... Love you vjsagain ungala big screen la pakanum... Pathukitae irukanum...,Positive
ஒரே ஒரு Trailorதா ... கெழவனோட Total அரசியல் image Close..!!,Mixed_feelings
Fight scenelaam telugu padam madhiri irukku,unknown_state
"ஃபுர் ஃபுர் நகர் மோட்டு-பட்லு, சிங்கம் சார், கசகசா, டாக்டர் ஜட்கா, ஜான் ஆவான் டான் மற்றும் No.1, No.2 சார்பாக வாழ்த்துகள்...;)",Positive
"Great vfx, ugly protaginist... Looks like a joke !",Negative
Nice ok iam waiting kali sports big screen ..,Positive
Rangaraj pandey screen la parka ... Am waiting....,Positive
Haters illatha ore nadigar annan ciyan vikram,Positive
Hip hop thamizha ser verrythanamaana natippu and dance smail trailar super semma mass vera leval hip hop ser neraya padangal pannanu naanu kadavula vendigire,Positive
இதில் உள்ள comments   படித்த பிறகுதான் தெரிகிறது தமிழகத்தில் இன்னும் ஜாதி வெறிபிடித்த  நாய்கள் உள்ளார்கள் என்று.  இவர்கள் இருக்கும் வரை ஜாதி ஒழியாது.  சில நாய்கள்  பல ஜாதி வெறிநாய்களை  பயன்படுத்திக்கொள்வதல்  இன்னும் ஜாதி அழியாமல் உள்ளது மனிதனை மனிதனாக வாழவிடுங்கள் .....,Mixed_feelings
Warning unakku screen la Thala varumpodhu unoda vaiii la sripu pakka kudahu. Ellundhu ninu clap pannanumm okay.... Thala rasigar sangam madhura,Mixed_feelings
Gommalaaaaaaaaaaaaaa poduuuuu gothaaaaaaaa #Surya verthanam முடி சிலுத்தது இன்னும் இறங்களடா....... Maranam da  Waiting for movie,Positive
Ootha ungala Elam thirutha mudiyathu da sathi sathi nu ethana naal dhan pirinchi nippinga ?? Ena da mel sathi keel sathi nu frst indha madhiri padam edukura naai ha adikanum da .thuuuu youngster ha makkal ha sathi nu pirikikurangaa... naam elarum thamizhargal da sathi ha vitu thamizhar nu nillunga,unknown_state
Epadiya jathi padam. Ponnu padama edungada. India vallarasu agidun. Pogada nigalun unga jathi padam. Anda parambarai penda parambarai nu vadhuduraga da.,Negative
Daii Ena da 10million views vanthudichi trending LA varla ena nadakuthu YouTube LA..,Mixed_feelings
petta vs viswasam  old vs new  I prefer old...   rare diamond,Mixed_feelings
I like you vikram and i love vikram 🤔   Semma mass thala,Positive
சூர்யா அண்ணா வேற லெவல் உண்மையிலயே தரமான சம்பவம்தான்!,Positive
THALA UNNMAIY7ALAYA GREAT BY VIJAY FAN,Positive
செம மாஸ். கண்டிப்பாக படம்  மிக பெரிய வெற்றி பெறும்,Positive
Comments section la irrukura angali pangali ellam like pottutu ponga,Positive
Ajith sir ahh real life la unmailaya romba pudikkum he IS good WHAT A MAN...MAN OF SIMPLICITY ...his old movies will be so good but.. ....Vijay Anna va EPPAVUM pudikkum ... vijay Anna voda movie appavum ippavum epavum pudikkum.,Positive
Enga annan sethuvala padam hit akum,Positive
Pakka thana Pora Pongaluku Entha Kaali Yoda Attatha! (By-Fan of Rajni & Sachin Tendulkar),Positive
நாடார் சமூகம் சார்பாக திரைப்படம் வெற்றி பெற வாழ்த்துக்கள்,Positive
Oo Thookudurai ipo lawyer ra seri seri... Director Siva illa apo padam nalla dha irukum.. Trruku thakida trruku thakida...,Positive
Unlike pannawan poora 2k kids 90s kids daaaa,unknown_state
தயவு செய்து தமிழக அரசு இதற்கு சிறந்த தீர்வை அளிக்க வேண்டும் என கேட்டுக்கொள்கிறேன்,unknown_state
🤣 Aamai Kunju Mokka Trailer Da Dai 🤣🤚,Negative
Vikram Fans Hit the Like Button,Positive
Surya annanukk nadipp melaye paythyam,Positive
Po da puntai kalai ethu oru patama sunni,Negative
Super hollywood range ku iruku trailer ..,Positive
காங்கேயம் கவுண்டர்கள் சார்பாக படம் வெற்றி அடைய வாழ்த்துக்கள்,Positive
*50 தடவைக்கு மேல் பார்த்தவங்க மட்டும் லைக் பண்ணுங்க...*,unknown_state
Super thalaiva .Semma mass. Intha movie blockbuster thaan. FDFS poravanga like pannunga.,Positive
I hope better then pink movie,Positive
Akshay is best but movie is not good  just like robot  movie,Negative
சிறந்த    செய்க இனிமே தான் இருக்கு,Positive
It's not looks like a Ajit range of movie.,Mixed_feelings
ஒரு தாழ்தபட்ட சமுதாய மக்களுக்கு தூண்டி விடும் தலைவர்க்கு தக்க பதில் அடி தரும்,Mixed_feelings
I love u  dore singam,Positive
Sema trailor oru padam partha feel tharuthu good work super all the Best surya sir oru sema hit theva padathu unga mass ya  kaaata,Positive
Enrum thala ajith'   views paka nera  youtube varavanga ellarum oru like podunga,Positive
64K Dislikes potavangaluku Avalovu veriyada  Mudinjatha pannikongada Thala thaan gethu,Mixed_feelings
Energy Level  Luv From Kerala,Positive
Super and diff teaser in vj anna   Don'talk evanum thappa pesathingada intha mariii teaserr ithuvaraikkum evanum vittathulla... Bairavaa varalam va varalam vaaaa,Positive
Mass of massa Tamil cinima to Hollywood level Vara level Shankar rajinikhanth tamilandaaaa,Positive
Ella trailer la last la oru Mass dialouge vaichikuringaaa paaaa,Positive
Selva Anna movie nambi polam...u1 Anna music erangi adichi iruparu.....Surya sir,Positive
Vera level podu thagida thagida,Positive
Kannada la paathuten!  Sema padam  Never miss it,Positive
Yarellam andha coca-cola kudukura scene ah pause pani pathinga?,Negative
Padam paatavanga hit like Padam purila na pogo channel parunga da.. Adpi illa na... Purira varaikkum.. #kaathirippom #kattukirathailavare,unknown_state
Ilaya super star fans kitta irundhu valthugal !!!🤓,Positive
petta padam vera level. marana mass da idhu rajini gethu gethu thanda. TM AUDIO GURU,Mixed_feelings
Copy   reall  movie  sarkar movie,Negative
"தோ! வந்துட்டான் ல அடுத்த  முத்தையா! ஜாதி, மய்ரு னு.இப்டியே மக்களை வெறியேத்தி விட்டுட்டு நீங்க குளிர் காயுங்க",Negative
Suriya Anna Mass ..... No.1 Trailer In Your Career ... Semma Mass ...*Thalapathy and Thala* ungalodu Munnadi Vellaki Aagamatunge.... Your Trending In India,Positive
Ajith body and bike stunt ah fdfs la paakanum nu romba aasaiyoda irukravanga like panunga,Positive
Comment section ool mari erukunu soldravanga like this    Watha... Like vechinu ena daw sathika poringa,Negative
Selva sir u r the genies,Positive
MAKKAL SELVAN Vijay sethupathi  I'd name illa,unknown_state
Ilayaraja then mysskin  that's mysskin touch,Positive
"Already intha story short film ah vanthu romba naal aguthu, but ippathan nenga padame edukuringale",Mixed_feelings
vera level...... enga appa military da goli velayaadava sollikudupaaru,unknown_state
என்னதா நீ படம் எடுத்தாலும் எங்க அண்ண பா.ரஞ்சித் படத்துக்கு இடாகுமா...... முக்கியம பரியேறும் பெருமாள் படத்தோட 10/*  வெற்றியகூட அடைய முடியாது......,unknown_state
ஜாதி வெறியின் உச்சம் ? உடலில் சாக்கடை ஓடுபவன் தான் ஜாதியை ஊக்குவிப்பான்,Positive
செம்ம தூள் வீர வன்னியகுல சத்திரியன் தீ மாஸ்,Positive
Last word in Malay 'you kena tunggu lebih lama lagi untuk tosai',Positive
Vijai seathupathi kaaga naa padam paaka povaa!!!!!!,Positive
Cuddalore district  vanniyar Sangam saarbaga vazhthukal,unknown_state
super na i am waiting vijay anna.,Positive
இது போல படங்கள் வரணும்... இது அனைத்து சாதிகளிலும் உள்ளன. (I am SC),Positive
Erira nerupu mathiri iruku trailer  Inemla thalaaaaaa than massssaa,Mixed_feelings
Oru nalla kalaingan dhanush! Semma acting..,Positive
Super star Rajinikanth in Chitti avatar... WOW,Mixed_feelings
therika therika mass na ithu thaan ! style trailer,Positive
Super trailer for fuckkng dogs like vidudalai  porikkigal sorry siruthaigal,Positive
Surya Rasigai ipavum Epavum...Super Trailar...Luv u Surya Sir...,Positive
Yenada Idhu kalaingar kudumbam mathiriye iruku 🤔🤔,Mixed_feelings
unlike pannava ava amma ellam item tha,Negative
Epdi naraya.. Naraya.. Naraya..naraya..naraya..naraya..this is ajith kumar roar..,Positive
Sorry bro nan avangala thappa sollala avangala pathale payamma irukkunu than sonnen nan partha varaikkum maximum konjam vulgar ra than nadanthukuranga,Mixed_feelings
🤩Naan Tamil Cinema Fan... Semma Trailer  #Thala,Positive
Vijay teaser nalum sari trailer nalum sari yellame 10M views vanthe  aaganum,Positive
Kola gaadula iruka... Thalaivaaaaaaaa waiting layea veri aaguthey,Negative
I am from telugu. But i like his attitude...🤘,Positive
Thala style sema mass ah iruku,Positive
Atlee Idhey kadhaya inneram aravindsamy kitta solla plan pannrupan,unknown_state
Kola gaandle irukken kollame vida mate.. Thalaivaa..!,Positive
Therikke vidalama    I am waiting thalaivaa,Positive
love super comedy grand pa love,Positive
padathuku innum dubbing mudikala nu theriyudhuu ;),Positive
str mass  arr bgm,Positive
vjijay  annna alwysssss cuteeee  not bad good,Mixed_feelings
Ithu 96. Yaara yematha paakureenga?  Semma...,unknown_state
இவை அனைத்தும் நீண் ட நாள் மன குமுறல்கள். இருக்கும் இடத்தில் இருந்து கொண்டால் எல்லாம் சௌக்கிய மே !,Mixed_feelings
Train fight ku yaarellam kola waiting,Positive
தர்மபுரி  மாவட்டம் வன்னிய குல சத்ரியர்கள் சார்பாக திரௌபதி படம் மாபெரும் வெற்றி பெற வாழ்த்துக்கள்,Positive
Adeiiiiii inda chellakutty(Petta) apadiye thokunga da,Positive
Kaththi music edukku varudu. Mokka trailer. Dialogue not good veeram far better,Negative
Raana bro ...Keka bekka shortfilm ye full script ah panitengala...,unknown_state
Wow bravo super.  Surya Anna masssss semma semma semma.  Waiting....,Positive
செருப்பால அடிச்ச ட்ரைலர் ..அப்ரம் சிறுத்தை குட்டிகளா நலமா இருக்கீங்கலா,Mixed_feelings
who all are after jellikettu trailer,Positive
aahaan..... aracha maava arapomaa.....thovacha thuniya thovapomaa...,unknown_state
Wowwwwwwwwwwwwwwwwwwwwwwww    Superbb Surya Bro......!!!!      i have watch this teaser for 20+ times So marvels......!!!!!!!!!  Waitting for movieeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,Positive
Ellam ok ana last la dha...,Positive
It's been like Ellam Avan seyal,Negative
Kadhal azhakanudhu amaricavual vellaium blacum serthathu,Positive
Telugu trailer edhi ra Karthik bandoda ??,unknown_state
Vera leavel treser suriya Anna msss,Positive
Again again pathavunga mattum  Like pannunga...,unknown_state
Ithukkagadha waite panna vera leval,Positive
Ippo enna panna porum??? Sweet sapida porom..Vera level,Positive
Ranjith avanukkaga patam etuthaan   Karthik suppuraj fansukkaga patam etuthurukkaru,Positive
U kena tunggu lebih lama lagi.. untuk tahu saya... Chiyaan,Positive
"உங்களின் இந்த முயற்சி தமிழகத்தில் மிகப்பெரிய புரட்சியை ஏற்படுத்துவது உறுதி அண்ணா...எது நடந்தாலும் உங்களுக்கு இனி ஒரு மிகப்பெரிய இளைஞர் பட்டாளம் உள்ளது என்பதை கூறி கொள்கிறோம் அண்ணா..., வாழ்வில் முதன் முதலில் மிக மிக ஆர்வமாக முழுப்படத்தையும் எப்போ காண போகிறோம் என்ற பெரிய ஏக்கத்தை உண்டாகியுள்ளது..., கூடிய விரைவில் படம் திரைக்கு வந்து புரட்சியை ஏற்படுத்த வாழ்த்துக்கள் அண்ணா..., என்னமோ தெரியல நா ஒவ்வொரு 20 நிமிடத்திற்கும் ஒரு முறை #திரௌபதி தலைப்பு இணையத்தில் என்ன நிலவரம் எவ்வளவு views .. Comments and enna maari reviews அப்டிங்கிரத பார்த்துக்கிட்டே இருக்கணும் தோணுது நா..,கூடிய சீக்கிறம் படத்தை எங்களுக்கு காமிச்சிடுங்க நா.., eagerly waiting naa....,",unknown_state
TAmbi padam part 5 varaikkum rajini arasiyaliukkyu vara maattaar . Yenda koma patient ah kolappureenga. Orey kustamappa sorry kastamappa.,Mixed_feelings
goood last dialogue is very good,Positive
mug endhichadhum trailer paaka vandha suriya anna,Positive
whoever get goosebumps in 1:59 hit like,Positive
Mass  tha  chance less hit therrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrriiiiiiiiiiiiiiiiiiiiii,Positive
Best trailer i have ever seen,Positive
0:50 0:55 is a massive dialogue,Positive
Semma mass trailer for rajni fans,Positive
BGM therika vitirukaaru yuvan vera level ajith,Positive
"கண்டிப்பா படம் flop தான்,நினைக்கிறவங்க like ka போட்டுட்டு போங்க",unknown_state
I am here for Nawazuddin Siddiqui,Negative
Ithu tamil padamada english padatha coppy adicchu irukkanol,Negative
Dislike podrathuku avolo mokka illayea .. dislike kena punda,Negative
Who else already watched keka bekka keka bekka  short film ?,unknown_state
gurunatha neenga engayum vanthutingala (rangarajan pandey),Positive
24hrs munnalaiyea 500k likes vanthudum pola ...,Mixed_feelings
varalam varalam va bairavaa. superb. theri baby,Positive
Trailer end ah  paathathuku aparam bus laa sound ah sirichuten,unknown_state
Super surya napaathada ellam tingora oonaiills,Positive
School pasanga 6 maniku vanthu dislike poda arampuchutanunga,Mixed_feelings
Romba nalku apro.. 150 rs kudthu pakarthuku worthana padamnu feel pandren.. familiyoda poga poren  (comali),unknown_state
Verithanam illa illa Asurathanam #AsuranTrailer Pidichavanga Like pannitu ponga,Positive
Thala is rocking by Surya Anna fan,Positive
Yena da idu amma ku Vanda sodhanai,Negative
bairava teaser sema thalapathi veara level,Positive
Mass = Thala aan alagana adh  ni mattumda  Thala.........,Positive
asuran marana Mass =kaithi tharamanna mass,Negative
தாலி கட்டுவதைவிட ராக்கி கட்டி சாதியை ஒளிக்கலாமே                             -கிருட்ணசாமி படம் என்ன சொல்ல வருதோ!  தெரியாது ஆனா ஒண்ணு மட்டும் தெரியுது சாதி சண்டையை மூட்ட முயற்சி..,Positive
troll pandravan...la....pakka dash...than....Surya sir semaya iruku by thala thalapathy fanz....,Positive
Thaa dei vere level daaa!! Cnfrm fdfs,Positive
THERI TRAILER THERI......... AWESOME VIJAY ALL THE BEST,Positive
Ada paavingala ivlo neram avala aathmika nu la nenachutu irundhan. Ishwarya menon ah adhu,unknown_state
பெண்களை ஏமாற்றும் யாராக இருந்தாலும் அவன் சமூக விரோதி தான் . அருந்ததி சமூகம் சார்பில் வாழ்த்துக்கள் எல்லோரும் கல்வி பெற வேண்டும் எல்லோரும் எல்லோருக்கும் விசுவாசமாகவும் உண்மையாகவும் வாழவேண்டும் என எடுத்துரைக்கும் யாராக இருந்தாலும் அவர்களை வாழ்த்துவதை விட உண்மையான வார்த்தை ஒன்று இருப்பதாக எனக்கு தெரியவில்லை. வெற்றி பெற வாழ்த்துக்கள்,Mixed_feelings
Thala on rage 🤗 800K Likes,Positive
dear anils itha paarthu mersal aavathinga innum paarka vendiyathu neraya iruku,Mixed_feelings
From Kerala  rajani fans,Mixed_feelings
"படம்  வெற்றி அடைய மதுரை, ஆனையூர்  பிள்ளைமார் சங்கம் சார்பாக வாழ்த்துக்கள்...",Positive
marana masskku massa gettha nama thalaivaru  massa  ierukku mudiyathu marana na  style,Positive
"Enga appan military  da goli velayadava solli kodupan , en Appa vum military dhaan naan um military ku dhaan da poven  poven (My Aim is work for Indian Army)",Positive
Evalo times psthachu ennum puthusa pakuramari iruku. Konjamkuda salikala. Thalaivaa vetri namathe.,Positive
திமிர் பிடித்த திருநங்கைகள்,Negative
plz uplod  NGK full mov in tamil,unknown_state
Vuffff that bgm 🥰🥰 semaya iruku,Positive
ஊழல் பன்னிட்டு ஜெயிலுக்கு போன கூத்தாடிக்குலாம் இவளோ விளம்பரம் பன்னி தான் தமிழ்நாட நாசம் பன்னி வச்சிருக்கானுங்க,Negative
Parthaale theriyudhu pakka flop nnu. Yen ipdi worth illadha padangala choose pandraaru nu theriyala.,Negative
Naliku movie release inniki tesar patthavanga yarru,unknown_state
1.14 sec athula illa kadhal 🤣🤣🤣,Positive
Illayathalapathy pakka theri mass trailer. Thalapathy veriyan xD,Positive
iooo VIVAGEM traileraa ipadi irrukuna appo #MERSAL teaser nd trailer therika v2 maaa,Mixed_feelings
2:01 Naan Arasiyaluku Varuvadhu Uridhi.. 🤣🤣 Idhu 96 uh yaara Emathuringa.. Yabba Siripa Adaka Mudilada..🤣🤣,unknown_state
"surya va vj fans ottikkonga , ajith fans support pannunga ppa ajith romba nalla manusanda avaroda rasigargalum nallmanasa irungada , pudicha pudichirukkunnu sollu illana ponga da",Mixed_feelings
Comments pakka ethana per. Vandhurkinga hit like button Always thala da,Positive
Comment panna adutha nimsamey like varudhu thala fans vera leval,Positive
Thala + Yuvan = semma super,Positive
"As a thalapathy fana solran. Trailer nalla irukku, en îvlavu dislikes? Whyyyyyyyyyyyyyyyy?",Mixed_feelings
நான் பத்து வட்டிக்கு கடன் வாங்கியாவது என் தெருவில் இருக்கும் அனைத்து குடும்பங்களையும் இந்த படத்திற்கு அழைத்து கொண்டு போவேன் I am supporting this movie,Positive
"Excellent film, last dialogue vera level",Positive
உங்களை போன்ற ஜாதி வெறி பிடித்த நாய்காலம் எங்கள் அண்ணா சீமான் சொன்னதை பொல் என்னடா புடுங்கன ஜாதி நீ,Negative
Chiyan vikram vaera vaera vaera lvl massss adithoooll therikithu,Positive
Kutty moonji ayaz unakennapa siva koodalam.nadika.start pannita,Positive
பட்டியலின மக்களை வைத்து அரசியல் செய்யும் அரசியல் சாக்கடை புழுக்களின் தோலுரிக்க வருகிறாள் இந்த திரௌபதி.  அனைவரும் திரையரங்கிற்கு சென்று பார்த்து இப்படத்தை மாபெரும் வெற்றியடையச்செய்வோம்.,Positive
1:08 Enna karumamda idhu.. Andha amma pei ya vandhu unna sagadikumya vijay,unknown_state
Mel jathi veetu ponna kattuna than jammunu vazha mudiyumnu unga Annan sollirundha atha senju paru.... Aprm un thalaya eduthutu poga unga annan Thiru thandavalathuku vandhu than aganum.....   #veeramulla Goundan da... Kongu vellala gounder,unknown_state
Ennagada pantringa...kill the like button,unknown_state
Velraj sir thalaivana masss a kamchirukaru vera level u,Positive
மயிலாடுதுறை வன்னியர் சங்கம் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள்.......சத்திரியண்டா,Positive
Thalapathy kku Evlo Massss irukka pootho #Thalapathy64  #Lokeshkanagaraj,unknown_state
Semma Massss  #Theri_Baby Thaa  Kolaaaa Waiting Thalaivaaa,Positive
Thalaiva bairava Movie Oru Jaaliyana MASS Movie TEASER Super IAM Waiting BAIRAVA  Trailer,Positive
Dislikes epadi da pandringa.karthi ku kudava haters irukinga,unknown_state
Namba Attchi Varum illa thambi             Varum,unknown_state
theri trailer  tharu maru a iruku........,Positive
Thala nala vera level mass for NKP,Mixed_feelings
no thala no thalapathy   only one suriya,Mixed_feelings
இத்தன பேரா? இவ்வளவு நாளா எங்கடா ஓழிஞ்சிட்டு இருந்தீங்க?,unknown_state
இந்த படம் வெற்றி பெற அனைவரும் பாடுபட வேண்டும்,Positive
Trailer nalla panrikongalo illayo rajini nalla vachu panrikinga..,Positive
கதிரின் பிகில் Unseen Footage தான் ஜடா..,Positive
90 s kids hit like here!!!!!! Proud to say 90s Kidd's...haaaa,unknown_state
சேலம் மாவட்டம் வன்னியர்கள் சங்கம் சார்பாக வாழ்த்துக்கள்,Positive
"Eppa Varanuma indu sollunama"" PLEASE NOO VENDAM SOLLA VENDAM",Mixed_feelings
KAAPPAAN teaser vera level nu ninaikiravanga like this,unknown_state
அண்ணா  ட்ரைலர்  புண்டை  சூப்பர்  அத  விட  அப்போ  அப்போ  ஓலு  ஒத்து  ஒத்து  ஒரு ட்விட்  போடுவிங்கள அது  அத  விட  சூப்பர்  புண்டை  அண்ணா,Negative
Vikram fans from Karnataka?  E comment like maadi,Positive
Ada Enna ma nee....KK na Kadaram Kondan....ithu kooda theriyatha,Positive
Karthi vere lvl Evan anu serikum suryade chettan,unknown_state
#VijayFans: Who are you? Nee yaaru​? #AjithFans: Naan yaaru ennurudha eppavume naan mudivupanuruthilla... En edhurula nigakaravanga thaan mudivupanuvanga... Naan avangalluku naanban-ah illa ethiri-ah...,Mixed_feelings
Thaaru maarruu thakkalii soruu... #AnbaanaFans ..,Positive
Naan Arasiyalukku Varuvazu Uruzi'   adi ezu 96....sema kalaai,unknown_state
