Text,Label
Purple d parpunave,Neutral
Dinola bale edurugu  bejar ithnda matha popundu.,Positive
Shaw nindo first byari padi manga nankalo language joke akanda,Not Tulu
Ayyo devaaaa..manage teltu teltu saaku aand..mangalpadi boka kunja acting😀,Positive
"""Umeshere baari soku aatendiye....nikulu materla winners....",Positive
Very nice Yakshagana,Positive
Muru jana kalavidaru super 👍👍👍❤️❤️🙏,Not Tulu
ಇರೆನ ಪುಕುಲಿ ಓಲು ದೀದ್ ಇತ್ತರ್...?😂😂,Neutral
"Wel Spoken Kaith ...""",Not Tulu
Bro slow moo masth jasthi annd,Mixed
Suuuuuuupr aathnd Walter sir 👌👌👌,Positive
enchina chorey mararey e janatha,Neutral
"Me : byavarci 😂😂😂😂""",Not Tulu
Would love to see Santhu next time😍😂,Not Tulu
are imbena reksha tunaga,Mixed
Devere nenna jokulu ath ulla ❤❤❤❤❤,Neutral
Super uncle and aunty,Not Tulu
Awesome comedy .... Yakulna kudla always rocks....,Positive
Arjun kapikad sir Op♥♥,Not Tulu
"Awwu vismaya vinayak same onde eppunu""",Neutral
#JaiTulunad #Kasrod Aatida Tulipu #Tulu #Kumble,Neutral
Aaaa anchor n onji change malpule marre...kulek balasnaga prathane malthika panleka panpe,Negative
"How about one video with Shraddha of 'aiyyo shraddha'?""",Not Tulu
"#ಬೆಂಗಳೂರು  2024-25 ನೇ ಸಾಲ್ ದ ಪೊಸ ಕಮಿಟಿ ರಚನೆ ಬೊಕ ಎಗ್ಗದೆ ಕೂಡು ಪಟ್ಟಾಂಗ ",Neutral
umesh mijar comedy king of tulunadu...,Not Tulu
Super comedy  Naveen  ...,Not Tulu
Supar voice dheeraj Rai  wow 🌹🌹🌹,Not Tulu
I love this team a lot but plssssss change the anchor of the show,Not Tulu
oh pankeshaa begaa start malpu,Neutral
Aaanjanakle Ponnuleg Gaalipaaddh Paaddh Javanerjokulu Piravu Kullondhuller.,Neutral
Superb...no one else can beat this team...gammathand...,Positive
Naitha magane nee,Negative
Who was singer so beutuful voice bari shokundu🥰,Positive
"Legend bro  lv  u  💞❤""",Not Tulu
Dada boru mare,Negative
Apaga artha Artha adhe Eppunde Horathu Anartha Apuji..,Mixed
Kannadadali komodo made no undarstand,Not Tulu
"Dineshkadaba, Bari, porlu, Hasyaking, bhavisyaujwala, academy",Positive
Mask Padolne Maare..,Mixed
Tuluvere Bangaru Manasu,Positive
Carryminati jese gali dene lage ho?? 😂🤣🤣🤣,Not Tulu
Super comedy sunder bangadi very good comedians.  Telth telth sakaand marere,Positive
Akhila bharatha  pukuli fans,Neutral
eboo endh avaste bava,Not Tulu
"Tulunaad people like here🤣🙌🙌👍😁""",Not Tulu
"""ಪಾಪ...😢 ಇಂಬೆರ್ ಪೂಟಿನೆರ್ದ್ ಬೊಕ್ಕ ರಾಗಿ-ಬುದ್ದೆ ತಿಂತಿನೇ ಇಜ್ಜೆರ್""""ಗೆ😢 Unlucky girl😢",Negative
Aishu e daane eeth boldhu aathn,Positive
nepali bashed pukli panda love ata ninna pukli er,Mixed
Super bro🤣 bro er Dane full chenge athunaa😆,Positive
Great ya ee futured malla avoli,Positive
Tamildaye pant picece kanape avek kapun,Neutral
ಉಮಿಲ್ ಮೂವಿ ಪಾಡ್ಲೆ ಅಣ್ಣಾ...,Neutral
Full move padlea bro,Positive
Hera pheri. Film tha video malpule,Positive
ಪೊರ್ಲು ತಿರ್ಲ್\u200cದ ಸಿನಿಮಾ ️,Positive
dumbu la padthar atha,Negative
Gulabiyalli sa vanthi barthada,Not Tulu
Full film padleyeee,Positive
ಸೂಪರ್ ಸ್ಟಾರ್  ಹೀಗೆ  ಮುಂದುವರಿಸಿ 👌👌👌🙏,Not Tulu
Good content with message..👏😍..Arpith Anna's steady driving @3:32 brought a unexpected twist to the story.😂👌,Not Tulu
ಯಕ್ಷಗಾನ ಪ್ರಸಾರಕೇ ಧನ್ಯವಾದಗಳು,Not Tulu
"but trend mugibokala video padun Yan oriye atth pand prove malthar..🤭""",Neutral
"""Andu broo,mast Malle aatal ate😅""",Positive
Sakath comedy ending seen eina aini marre kidnap maltera vaasunu alth hahahahah,Positive
"ಕಾಸ್ರೋಡ್‌ದ ಅನಂತ ಪದ್ಮನಾಭ ದೇವಾಲ್ಯೊಡು ಅರಿಕೆ #TuluScriptNamwBoard #TuluScript #TuluLipi #TuluBaravu #tulubarahu  #Kasrod #SriAnanthaPadmanabhaTemple #Kumble #Kasaragod ",Neutral
Kya Bath he 😂😂😂😂😂,Not Tulu
Nice jockeys Maxim Canada,Not Tulu
Punching  kamietind ...overall  super performance...stay home stay safe namma kudla jai,Mixed
Hahaha full movie link korle please..,Positive
Sorry la baaawaaawesome....,Not Tulu
ಬಾರಿ ಎಡ್ಡೆ ಫಿಲ್ಮ್ ಇಂಚಿನ ಫಿಲ್ಮ್ ನಮ್ಮ ಅಪ್ಪೆ ಭಾಷೆಡ್ ನಾನಾತ್ ಬರಡ್ 👌,Positive
Koti chennaya na akka paddin er avvu??,Neutral
"""Short movie is heart movie ❤️❤️🙏",Not Tulu
Bro next suryavamshee movie trailer review malpule..ait masth action scenes undhu,Positive
Banglore dakul jasthi tinpun mare 😂😂😂😂,Negative
Masth shoku undu,Positive
bari yede avodundu I like this,Positive
Kenere kusi apundu...,Positive
"Prashanthck, very, good, actter, Bari, kushiyapondu, enjoyed,enchene,enkalen,telipavondu,ippule,",Positive
"""erena prakara mistaken comedynd panpar atha",Neutral
Sandy &: Ramesh jodi super,Positive
ಕುಡುಮೊದ ಅನ್ನಪೂರ್ಣ ಅನ್ನಛತ್ರದ ಬಗೆಟ್ ತೆರಿಯೊನ್ಲೆ! #KooInTulu,Neutral
"""@12:55 aa namune maseyarathe maarre, baritt yer itther..""",Neutral
Unlike mltina ______ lu yer marre 😠,Negative
masthu comedy ethundu. baree sokathundu,Positive
the best prashansha team,Not Tulu
mero xere ko pani nam ho,Not Tulu
Beautiful 🙏 jay jagannath 🙏,Not Tulu
Abba vanasg ath Jana  mokulu puraolpa  ether 😂😂😂,Neutral
"Really very very sad news. We miss her a lot.""",Not Tulu
Sooper Deepak Anna🙏🏿,Positive
Please merena poora natakada songs release aavodu...baari yedde rylics...yethonji meaning,Positive
anda enchi saav da add lu  maare nadu nadutu...,Negative
rummy advategement ಕೊಡಬೇಡಿರಿ.  ಜೂಜ ಗೆ ಸಪೋರ್ಟ್ ಮಾಡಬೇಡ್ರಿ,Not Tulu
ನನ್ ಏನೋ ಅನ್ಕೊಂಡಿದ್ದೆ ಮಸ್ತ್ Acting ಮಾಡಿದಿರೋ ಮಚ್ಚಾಸ್ 😍😍,Not Tulu
Yan full move korpe enk 500 korle loss d ule,Neutral
good Entertainment..Arunereg kammi act..,Mixed
All the best ..... sprb..... 😘😘👌👌👌👌👌,Not Tulu
ಸೂಪರ್ ಕಾಮಿಡಿ ಟೀಮ್ ತೆಲಿಕೆ ತೆನಾಲಿ ಎನ್ನ ಮೋಕೆದ 4ಮುತ್ತುಲು 🙏🙏🙏🙏💐💐🙏💐🙏🙏💐🙏💐🙏💐🙏💐🙏💐🙏💐🌸🌹🌸🌹🌹🌸🌹🥀🥀🥀🥀🥀❤️❤️❤️❤️🙏💐,Positive
Im watched hole episode..  dont kw why😂😂😂,Not Tulu
ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ ಸರ್,Not Tulu
What a butifull pukuli,Not Tulu
Dayeg eth telipavr marre,Mixed
Song laikund maare aanda imbena incha pukuli maaya avare ballitnd😣,Mixed
Flashback snap in front of me 👍👍👍👍,Not Tulu
Super yaksha rasa,Positive
haha  its very nice,Positive
മലയാളികൾ ഉണ്ടോ ഇത് കേൾക്കാൻ വന്നവർ,Not Tulu
"ಈಜೋ ಮಂಜೊಟ್ಟಿ ಗೋಣಾ' ಕಬಿತೊಡು ಜುಮಾದಿ ದೈವೊಗು ಆಳ್ವೆರ್ ಪರಕೆ ಪನ್ಪುನ, ಕಲ್ಕುಂದದ ಎರುಜಾತ್ರೆ, ಕಂಬುಲ, ಪರಕೆ ಸಂದಾವಂದೆ ಕಂಬುಲೊಗು ಜತ್ತಿ ಎರ್ಲು ಮಾಯ ಆಪುನ, ಇಲ್ಲ ಗುರ್ಕಾರ್ದಿ ಕಾಂಡೆ ಲಕ್ಕ್‌ದ್ ದಿನೊಲಾ ಮನ್ಪುನ ಬೇಲೆದ ವರ್ಣನೆ- ಇಂಚ ಮಸ್ತ್ ಇಸಯೊಲು ತೂಯೆರ ತಿಕ್ಕುವ. #Tulu #ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ? ",Neutral
"ತುಲು ಲಿಪಿಟೇ ಅಚ್ಚಾಯಿನ ತುಲು ಪುರ್ಪ ಮಸ್ತಿರೆನ್ ಕಾಸ್ರೋಡ್ ಸಂಸದೆರೆಗ್ ಕೊರಿನ ಪೊರ್ತು #TuluScript #TuluLipi #TuluScriptBook #Tulu #Tulunad #JaiTulunad #rajmohanunnithan  #Kasaragod #kasrod ",Neutral
Super Guys ...❤ Rock 🔥✨🤟👍,Not Tulu
#BaleDaiNadka🌱,Neutral
Toooo many adds between video 🤦‍♀️🤦‍♀️🤦‍♀️,Not Tulu
"""Nais comedy, 👌👌👌👌👌 Supppper""",Positive
Posa javane att marre dumbuda javanyenee ... Eeere posa javanye subscribe malpule🤣,Neutral
Santu participates in food challenge.. Famous one was Biryaani Challenge..,Not Tulu
@namma tv: plz update all the videos of yeya hasaya...,Not Tulu
Suleballa nikulu byarilen thamase manpuna byari putinakule,Not Tulu
100 k cross aapundanna sadyogu...inchene video bodu..,Positive
"""trending song @ Mangalore, Udupi Karnataka😂😂😂""",Not Tulu
@felipespenceraretz3297  umebeg arta aijindala heart korte,Neutral
Swamy koragajja kapule...,Positive
Oriyeg tunda oriyeg apuji movie padle anna,Positive
"Background music edde ijji sound enchina""",Negative
Love from padil  magalore,Not Tulu
bari khushi and,Positive
It's so trending in Mangalore 😂😂😂😂...,Not Tulu
Comedy not upto level....,Not Tulu
Baari sokuda skit,Positive
"ಸಬ್ಬಲ್ ಪಂಡ ಸೋಂಟೆದಲಕ ಉಪ್ಪುನ ಕರ್ಬದ ಒಂಜಿ ಅತ್ಯಾರ್. ಉಂದೆನ್ ಸೈಯಿಂಗೋಲ್ ಪಂದ್ಲಾ ಪನ್ಪೆರ್. ಸಬ್ಬಲ್‌ನ್ ದೊಂಪ ಪಾಡ್ನಗ ಗುರಿ ದೆಪ್ಪೆರೆ ಗಲಸುವೆರ್. #KooInTulu ",Neutral
"""Kapikad sir...ireg malla namaskara ...bhari shokuda kathe...ir.navinanne,bolar Annanakulu,bojanne pura artist nakula..super...🙏🙏🙏🙏🙏🙏🙏🙏❤❤❤❤❤❤❤❤""",Positive
""" @anirudhacharya238  what really .. are you trying to kidding? 🙏🎉",Not Tulu
sandeep controlled acting malder,Mixed
Super voice bro olthebest 🥰,Not Tulu
hello mangaluru .. attendance paadle likes paddh😂,Positive
Arpith pls try to do some stand up comedy like Mr pranesh gangavathi,Not Tulu
Spr bro .Ayenonji thorthu pidayi padle marre,Mixed
Erla rummy gobare suru malthara made🤦,Neutral
"Nepal d maya aathind, tuluver nadyer , great tuluvas",Positive
nice concept.....eee genrationgg panthina...,Positive
"""Full Hard editing 🔥🔥",Not Tulu
ಯಕ್ಷರಸ ಪ್ರಸಾರಕೇ ಧನ್ಯವಾದಗಳು,Not Tulu
Spr undu I like it  and Jai tulunad,Positive
Yetha sava avana aje shunti️,Negative
"ಕಾಪುದ ದೀಪಕಂಬ ತುಳುನಾಡ್‌ದ ಪ್ರವಾಸಿ ಜಾಗೆಲೆಡ್ ಒಂಜಾದುಂಡು.#KooInTulu #ನಮ್ಮ_ಊರು ",Neutral
I am from Mangalore. You have a lovely voice and nice song. Appreciate your talent.,Not Tulu
super video anna,Positive
Perfect comedian aravindanna,Positive
"""Thank you so much. Beautiful performance. Nice message, God bless you Prashamsa.""",Not Tulu
Arpothere avu last d pani baby or babi?,Neutral
".... Fan fallowing unda mare arna mini 😁""",Neutral
Eir teltijindala yaan matra samotte telde hahahahah really keep it up,Positive
anyone pls tell me what bg song playing 4.30 from which movie,Not Tulu
ಇದು ಹೇಗೆ ಓದುದು ಮಾರೆ?,Not Tulu
Namasthe arvind bolar irna accting masth kushi apund,Positive
Full natka etnda padle 👌👌👌👌🙏🙏🙏,Positive
"""Excellent story, acting n cinematography…keep up good work Yachi n team""",Not Tulu
Congratulations Mohan Sir ❤🎉,Not Tulu
ಧೀರಜ್ ಅನ್ನ ಬಾಗವತಿಗೆ ಸೂಪರ್ ❤️❤️,Positive
Every dongy dance g Tulu songs padth rsisale.... Laaik apundu,Positive
"""Kattakadeta prashne...RANDEEP,nikk undu mata BODA ?""",Neutral
Such a meaning full song addicted to it's lyrics 😍❤,Not Tulu
Please come sister mere ghar bhi Aana bahin ❤❤❤❤,Not Tulu
Inchane apanda ellonji mens day g onji bestest kamba barad ;),Positive
Aaita artha namake gothu🤣😂🤣😂,Positive
Koti chEnglishnaya na akka paddin er avvu??,Neutral
Description wrong und av yesa film tha ath,Mixed
Wow super.My fav team Prasamsa....👌👌👌👌👌👌👌👌👌👌👌👌 nd gud message,Not Tulu
"""MIK plz answer my questions",Not Tulu
Nett comdey olu unndu ...?,Mixed
Yerandala mena pukuli nadle😁,Neutral
Sabarakarabara sabarakara limbu sarbat malte,Neutral
The great performence I love prashamsha,Not Tulu
Wow my favorite suprb deepak Raki sir exlnt wonderful full full full......👌👌👌😘😘😘😘😘😘😘😘,Not Tulu
"deep shetty is awesome....""",Not Tulu
You guys are just amazing!!❤️,Not Tulu
Elerd boka gotavu,Neutral
Google topic.  google ads,Not Tulu
I love you ajji 😘 nimma muka torisi,Positive
"ತುಳು ಬರವುಮಾಲೆದ ಏಲನೇ ಅಚ್ಚರ: ū, ಊ, ഊ #TuluBaravu #ReviveTuluScript ",Neutral
"I laughed a lot n lot🤣🙏""",Not Tulu
Arpith anna your smile is very cute,Not Tulu
ಡ್ರೈವಿಂಗ್ದು 2ನೇ ಭಾಗ ಯಾವಾಗ ಬರುತ್ತೆ ಬ್ರೋ,Neutral
Super team ye,Positive
ಸೂರಜ್ ಶೆಟ್ರ್ ಎಡ್ಡೆ ಡೈರೆಕ್ಟರ್ .,Positive
"eeth edde programmed inchina comedy bodchi, kutumba toopuna programme indu mata",Mixed
"ಬೆದ್ರಡ್ ಆಳ್ವಾಸ್ ವಿದ್ಯಾಸಂಸ್ಥೆಲೆನ್ ಕಟ್ಟ್‌ದ್ ಬೆದ್ರೊನು 'ಶಿಕ್ಷಣ ಕಾಶಿ' ಪನ್ಪಿನ ಪುಗಾರ್ತೆಗ್ ಕನತಿನ ತುಳುವೆ ಮೋಹನ್ ಆಳ್ವೆರ್ ನಮ್ಮ ಪೆರ್ಮೆ. #KooInTulu #ನಮ್ಮ_ತುಳುವೆರ್ ",Neutral
kukkudu undaraaaaaa appppeeeee,Neutral
@MadInKudla  o gadappanna yan one man show malpube ir dream 11 d team malpule 🤐🤐🤐,Neutral
Yan paduna budye.,Neutral
Daane Anna driving school dha tube light sari ijja maraya..,Neutral
"""Santhunu Thojupavand Panthar Thojupavodu",Neutral
I don't understand the lyrics but I love the music ❤️,Not Tulu
"""Pukuli donater ethunda emabagu onji kolre ..",Neutral
Chakanale niklege tulu barpuja,Negative
Hare Baap Re...,Not Tulu
ಎಂಚಿ ಪೊಣ್ಣು ಎಂಚಿ ಅಣು 😂😂😂😂😂😂😂😂😂😂😂,Mixed
Yaanu ulle Anna.. pukli raisendu,Neutral
Shey ayena avasteye,Mixed
Manthrawadi bawa! Hahaha,Not Tulu
Super . ತುಂಬಾ ಒಳ್ಳೆಯ ಭಾಗವತಿಕೆ.. ಸೂಪರ್ ಕಾಮೆಡಿ. 10/10,Not Tulu
Bari laykidaa film ye,Positive
Tulu drama da old MP3 itthnda padle,Positive
Surendhra Kumar kalatrapadhe,Neutral
Film yedde ijji niklna time wast malporchi,Negative
wow hancy  Dada n i love dish move🙏🙏🙏🙏🙏💗💗💗💗💗,Not Tulu
Yeth sati avene pandond ulle maare aayena vaa size da pukuli,Mixed
Bangude raisthnd bro.... super...,Positive
vry meaningful song.....vry nice...❤❤,Not Tulu
haahah kudala telipuga,Positive
Munne athu erena....??,Positive
Banji g Dada tinpar nikluuu,Negative
.. 🩷🌷 Namma mokeydha  bhaaley rakshithaa..,Positive
"""bale telipale tule dinja telipule..",Positive
My favorite song... Very beautiful lines ❤❤,Not Tulu
Ajji na acting super........shokuda message,Positive
Full movie padle yanklu Mumbai da public demand,Mixed
Bro Big fan of your music ❤,Not Tulu
But beginning d avu onji sound bodchithund,Mixed
"Soooperrrr ,,,,ನಿತ್ಯೆ ಬನ್ನಗ",Positive
Onji timed yeth jolly itthnd cha park teamd....lokesh shetty barke,Mixed
bari khushi and 😘😘😘😘,Positive
Eth janata padkke pariyara😅,Negative
ye devare kenreg avondijji mare...ha..ha..ha..kudladakul ullera moolu...,Mixed
Erna comment he heart korte 😂,Positive
ಬರ್ಪುನ ಪೊರ್ಲು ಟೂಯ್ಯೇ,Positive
"""Handsome Mr Vijaya  Anna.",Not Tulu
"Nikalna BeriBala Undathe #TwitterCampaign Malpunek? #TuluOfficialinKA_KL #SpeakUpForTulu",Mixed
Aishwarya aatid barre ballithnd,Mixed
"""Channel dayeg artha aatnda?😂😂",Neutral
"ಎಂಕ್ ಇಂಬೆನ ""ಪುಕುಲಿ""(song) ಮಸ್ತ್ ಇಷ್ಟ ಆಂಡ್.....",Positive
ಬಾರಿ ಶೋಕತುಂಡು ತೆಲ್ತ್ ತೆಲ್ತ್  ದು ಸಾಕಂಡು,Positive
"Aru buru naklenh lepule 😂😂😂""",Neutral
Melody song 🎵 lyrics osm🥰,Not Tulu
Pukuli song da kudla remix aavod😍,Neutral
superb .....proud to be frm tulunaadu.... porlu tulunaadu,Positive
Yan  yedurdu.u tta,Neutral
"ಕೆಯಿ ದರ್ಪುನೆರ್ದ್ ಪತ್ತ್‌ದ್ ಆಟೊದ ಬಾಗೋತೆರ್ ಕುಲ್ಲುನೆಕ್‌ಲಾ ಪಡಿ ಗಲಕೆ ಆವೊಂದಿತ್ತ್ಂಡ್.
#ನಮ್ಮ_ಸೊತ್ತು
#KooInTulu ",Neutral
Wow super...erna smile super,Positive
Bro 15  minutes manpule😔,Neutral
"ಕರ್ನಾಟಕದ‌ ಪೊಸ ರಾಜ್ಯಪಾಲೆ ರ್ ಆದ್ ತಾವರ್‌ಚಂದ್ ಗೆಹ್ಲೋಟ್​ ನೇಮಕ ಆತೇರ್. 
@TCGEHLOT @TcGehlotOffice ಮೇರೆಗ್ ಎಡ್ದೆಪುಲು! 

ತುಳು ಕಾಯಕ ವರ್ಸ ಆದ್ 2021 ಇಸವಿಡ್ ತುಳುನು ಕರ್ನಾಟಕೊದ ""ರಾಜ್ಯ ಭಾಷೆ"" ಮಲ್ಪೋಡು ಉಂದು ಮಾತ ತುಳುವೆರ್ನ ಆಶಯೊ. 
#TuluOfficialinKA_KL ",Mixed
telitt telitt banji punnand.   Bareyinaklek bukko natane maltnaklek onji prize korodu.,Positive
"Aa Orudonji Pudaru, Aa Deveruna Teru",Neutral
Ful moovi plss,Positive
E anker ಏತು paatherundu ಮರ್ರೆ,Negative
"- admin of NAMMA TV""",Not Tulu
"ಕಾರ್ಲಡ್ ನಡತ್ತೊಂದುಪ್ಪುನ ತುಲು ಗಲಸ್‌ಗ ಅಭಿಯಾನೊ

#TuluScript #TuluLipi #TuluBaravu #TuluBarahu #Tulu #Tulunad #Karla #JaiTulunad ",Neutral
Super nataka thank you,Positive
Super ️️️️ ರಾಮಕುಂಜ ಸಚಿನ್ ️️️️,Not Tulu
Tulutha mattugu posa prayatna,Positive
""" @MadInKudla  ok I feel grateful.",Not Tulu
"And big fan sir""",Not Tulu
We want to see santhu 🙆‍♂️😑,Not Tulu
Wooww arjun sir na voice mast shokundu ❤❤😊,Positive
@RK-zn7ib  mad in kudla company,Not Tulu
Bro plz tell film name yenchina,Neutral
dinoku onji episode padle mare please,Positive
2kai la use mlth tinpolu.kald tinare atunda aitla tintuvolu 😂😂,Neutral
"""ಬಲೆ ತೆಲಿಪಾಲೆ ಗ್  ವೆನಿಲಾ ಬಲೆ , ನಿಕ್ಲಲಾನ ಆಕ್ಟ್ಂಗ್ ಮಸ್ತ್ ಎಡ್ಡೆ ಆಪುಂಡು""",Positive
"""yestusala nodedhrunu ennu nodona anesuttedhe. tumba chennagedhe",Not Tulu
Bhari edde undu,Positive
Papa ayag andaji ne adippandh 😂🤦🏼,Positive
Ok Tq soo l,Not Tulu
"Che..... Bangady sir ijjeraa""",Neutral
Masth masth khushi aand ee padya kend..Thank you so much for this lovely rendition💐💐,Positive
hey sharathamin mast mast vidio upload malpule dhani.\r,Mixed
hair cut malpujera,Neutral
Aa janata bega patherre pnle mare saavu,Mixed
Ninna comedy du Gowda jathi da pudar deppodchi ava,Mixed
"I am now fan of you""",Not Tulu
Shut up Santu na face reveal yeppa? 😅,Negative
Super br inchene masth film malpule edde aapundu ❤❤❤❤❤,Positive
Mande dariyundand mare,Mixed
Wahh.... Nama tuluverna wa comedy marre...,Mixed
Making yer mare maldini....deverna pura mariyadi deppun nikalnanchinakule,Negative
Pudar deetijjida baaki padle plz,Positive
Hahaha😂🤣 dada avastha maare. Yeranadala onji pukuli dethdh korle maare ayeg.🙉🙉,Neutral
Who will win the race ??😁😁,Not Tulu
"""Love to watch Yaksha Rasa, listen to Dhiraj Rai's melodious voice with the rhythmic band.""",Not Tulu
"ಕುಡ್ಲದ ಜಿಲ್ಲಾಧಿಕಾರಿಲೆನ ಕಟ್ವಾನೊ ಸುಮಾರ್ 400 ವರ್ಸೊ ಪಿರಾಕ್‌ದವು.
#KooInTulu
#ನಿಕುಲೆಗ್_ಗೊತ್ತುಂಡಾ? ",Neutral
amrutha shetty e podh stage performance koru bokka bete janakleg panla,Negative
Broh this one is awesome telth telth saakand️,Positive
ಸಾದಿಡ್ ತಿಕುಂಡು ಪಂಡ್ ಗೂಂಬೆ😅,Positive
ಎಡ್ಡೆ ಆಪುಂಡು ಕಾರ್ಯಕ್ರಮ,Positive
yeth thaati bottodu...yeth pugarodu ....pandh gotthavandh nikalna actgu . lovely performence .,Positive
Baiju Kerala comidy dubing,Not Tulu
Jokulena acting masth laik aathnd,Positive
Dayta ninna pukuli maya,Neutral
Pukuli mayanda uruchuna olu.mari,Neutral
Undhu nataka da videos ejje sir,Neutral
Kannadave nann amma,Not Tulu
AND THE IN-BETWEEN MUSICS WERE AWESOME,Not Tulu
ರಕ್ಷಿತಾ ದಿನಕ್ಕೆ ಒಂದು ಬಾರಿ ಊಟ ಮಾಡು,Not Tulu
Black money baidnda? Anda bakta,Neutral
"Nikla mad in kudladha fan adhithinda onji like padle 👍""",Neutral
"""bagavatike , himmela  👌👌👌""",Positive
"ರಾಜ್ಯೋತ್ಸವ ಪ್ರಶಸ್ತಿ ಪುರಸ್ಕೃತೆ, ತೆಂಕ್‌ತಿಟ್ಟು ಯಕ್ಷಗಾನೊದ ಪೆರಿಯ ಕಲಾವಿದೆ ಸಂಪಾಜೆ ಶೀನಪ್ಪ ರೈ ಕ್‌ಲೆನ ಆತ್ಮೊಗ್ ದೇವೆರ್ ಸದ್ಗತಿ ಕೊರಡ್.
#KooInTulu ",Mixed
Enna onji kebi kenuji😢,Negative
Amazing! .. kaushik brother is very funny😂😂,Not Tulu
My Dream Home Mumbai h,Not Tulu
"Tulu letter: kau, ಕೌ, കൗ

#TuluBaravu
#ReviveTuluScript ",Neutral
Kannada padoo kammi malple tulu natakod,Mixed
Spaindla Tulu Vena pathernu.,Neutral
Luv ❤ u all acters❤❤,Not Tulu
"ಟೀಮ್ ತುಡರ್ - ಒಳಿತಾಗಲಿ, ಗೆಲುವೇ ಸಿಗಲಿ🌿""",Not Tulu
Full movie upload mlpi,Neutral
"ಬೂರುನ್ ಉರುಂಟ್ ಮೊಡೆದ್ಕುಡ್ಪು ಮನ್ಪೆರ್. ನುಪ್ಪು ಕಬಿಡ್ಯೆರ ನೆನ್ ಗಲಸುವೆರ್.
#ನಮ್ಮ_ಸೊತ್ತು
#KooInTulu ",Neutral
Fun fact : you are not on fullscreen mode😊😊,Not Tulu
You guys are legends.🔥🔥,Not Tulu
"Super Song wonderful beautiful 👌👌👌""",Not Tulu
ಕಿಟ್ಟ ಕಿಟ್ಟ ಕಿಟ್ಟ ಜಿಂ ಜಿಂ ಜಿಮ್ ಜಿಂ,Neutral
Bka @the power house naklna NE vedio or vlog eponi mare dada avste anna erna,Negative
"HAR HAR MAHADEV.""",Not Tulu
Pukuli ath kicholi,Negative
Bonda Santoshodu Gettonla😛,Positive
"""End good masseges are so much beautiful masseges, samajakk kadetha massege shokuda massege ithnd.""",Positive
❤Keep supporting for Kambla!!!,Not Tulu
"""so you will not give your no",Not Tulu
I just here to read udupi and mangaloreans Comment😂,Not Tulu
"""Kuch tho gudbud he daya 😂 shakthi maan😂😂,",Not Tulu
ಮೂವಿ ಪಂಡ ಇಂಚ ಉಪ್ಪೊಡು 👏👏ಸೆಲ್ಯೂಟ್ ನಿಕಲೆಗ್,Positive
I Like my prashamsa kapu,Not Tulu
Tulu barpundge areg. Wow mokedha base tulu. Jai namma tulunadu,Positive
"""Next week Santhu na engagement eppu, Santhu full fast marre.""",Neutral
Tell santu lion is stronger  then  a  street dog,Not Tulu
"""Pls Movie upload manpule,, enkla oman du ulla, masth jana wait mantondulla,,,,, pls""",Positive
"""Mad in Kudla > Tv9, Public Tv etc..""",Not Tulu
"Sryy bro ithe nenapaand aik edit malthe.. Dad 😔😔😔""",Neutral
baari yedde da concept good going umesh mijar,Positive
Kati sarai maya laune,Not Tulu
Thotag neer tepuna was superb.,Mixed
Gaalipata Harish Anna super,Positive
"#arpith and santhu😂😂❤️""",Not Tulu
March 14th Sunday program ejjande,Neutral
Samuel fans here👆🏼,Not Tulu
"Baari porlu,da Telipaale show",Positive
Yenchina comedy ye baari shoku athund thelthu thelthu sakandu,Positive
Super bro ♥️♥️♥️♥️,Not Tulu
Eer parpara anna,Neutral
Hmmm....nanala sumaar picture Baki undu barere...,Mixed
Mastu tulu picture down load malple plzzz,Positive
ಕನ್ನಡಿಗರು ಲೈಕ್ ಮಾಡಿ,Not Tulu
Discription d bolar kapikad pandh dhaye paadvar maarre,Mixed
Atrees ath heroin,Neutral
nice song supr,Positive
Manish na pukuli maya athnd ge 🤣🤣🤣🤣,Neutral
@Zachariah Ashton its a paid hacking,Not Tulu
​ @Life_of_tuluva_kids bro is this a bhoothakola,Neutral
ರಕ್ಷಿತಡ್ ದ್ ಜಾಸ್ತಿ ಪೊರ್ಲು ಕನ್ನಡ sam ಪಾತೆರುವೆರ್.. 😃,Positive
Per g prathibhatane malthileka bank dakuleg yaapa buddi barpunda ..... devere,Neutral
MIk d Pura kudisaaaa....🤣,Neutral
Bring back ರಾಂಪಣ್ಣ,Mixed
ಆಕ್ಟಿಂಗ್ ತುಂಬಾ ಚೆನ್ನಾಗಿ ಮಾಡ್ತಾ ಇದ್ದೀರಾ ❤️,Not Tulu
"""Old memories supar moment,,,,""",Not Tulu
Behind the scenes bodu😀,Neutral
Santu Mata kadet la olr,Positive
amazing !! pajji pajji performance.,Positive
Chandikori  movie,Neutral
Samma comedy marayaaaaa,Positive
Bethe movies review malple,Positive
Cute appe love u,Positive
I'm imagining santu reading the news in the place of Arpit #shutupsantu,Not Tulu
"""Balchatt, Dineshkadaba, excellent, Hasyaking,, very, nice, ya, bokka, himmelachende, poora, 👌👌👌""",Not Tulu
Ath madam erna makeup artist yer panvara,Neutral
Hahha.. sprb... Undanda hit...,Positive
